1,3,7,9,14,18,83,109,116
30.48,22.15,22.82,17.69,21.88,10.62,15.62,0,0
6.32,7.64,7.36,5.81,6.72,10.39,5.94,0,0
5371.87,5545.54,1581.66,2538.0,5516.37,3.63,373.34,0,0
0.0,"0    16.67
Name: passpercent, dtype: float64",0.0,0.0,0.0,0.0,"1    50.0
Name: passpercent, dtype: float64","2    16.67
Name: passpercent, dtype: float64","3    16.67
Name: passpercent, dtype: float64"
0.0,3,7.0,0.0,0.0,0.0,101,1,2
