5,8,10,12,15,16,17,21,125,20
18.09,19.0,23.49,39.17,31.04,20.43,23.21,17.67,26.36,17.54
7.84,6.71,6.58,6.95,11.36,7.21,7.46,9.54,9.69,10.09
6979.52,6161.25,4470.8,5745.57,4505.38,3916.34,3764.88,445.8,86.9,82.45
0.0,20.0,20.0,20.0,0.0,0.0,0.0,20.0,20.0,0.0
0.0,39.0,3.0,40.0,0.0,3.0,0.0,4.0,3.0,0.0
